Product,Quantity,UnitPrice,PaymentMethod,OrderStatus,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,DayOfWeek,IsWeekend,FraudScore_Proxy,FraudFlag
Desk,2,362.14,Debit Card,Pending,2,SAVE10,Instagram,724.28,2024,12,4,0,0,0
Tablet,1,214.08,Gift Card,Returned,2,WINTER15,Google,214.08,2024,11,5,1,2,0
Printer,1,70.32,Cash,Returned,4,WINTER15,Facebook,70.32,2023,11,5,1,1,0
Chair,5,421.42,Debit Card,Cancelled,7,,Instagram,2107.1,2023,1,2,0,3,0
Chair,5,384.69,Credit Card,Pending,6,FREESHIP,Email,1923.45,2024,1,2,0,1,0
Chair,5,448.15,Gift Card,Returned,7,SAVE10,Google,2240.75,2023,6,2,0,3,0
Laptop,5,79.08,Cash,Pending,8,,Facebook,395.4,2024,5,2,0,2,0
Tablet,4,185.41,Online,Returned,9,WINTER15,Google,741.64,2023,1,6,1,3,0
Monitor,5,566.07,Credit Card,Delivered,6,SAVE10,Instagram,2830.35,2024,10,3,0,3,0
Tablet,2,187.88,Online,Shipped,4,WINTER15,Facebook,375.76,2023,6,6,1,1,0
Monitor,2,255.99,Credit Card,Delivered,4,SAVE10,Instagram,511.98,2023,11,1,0,0,0
Laptop,1,627.34,Online,Delivered,1,,Referral,627.34,2024,11,0,0,2,0
Tablet,3,474.14,Gift Card,Shipped,8,WINTER15,Google,1422.42,2024,2,0,0,1,0
Chair,3,154.37,Gift Card,Delivered,4,,Instagram,463.11,2025,6,6,1,2,0
Chair,4,145.05,Online,Delivered,6,SAVE10,Google,580.2,2025,3,4,0,1,0
Tablet,4,67.08,Cash,Returned,8,WINTER15,Google,268.32,2023,8,6,1,1,0
Monitor,1,522.08,Gift Card,Returned,5,FREESHIP,Referral,522.08,2024,11,6,1,2,0
Monitor,5,514.6,Gift Card,Delivered,10,FREESHIP,Instagram,2573.0,2023,6,0,0,5,1
Monitor,4,577.82,Credit Card,Delivered,9,,Google,2311.28,2024,12,1,0,2,0
Laptop,2,500.8,Cash,Delivered,3,FREESHIP,Referral,1001.6,2025,2,0,0,0,0
Printer,2,461.13,Gift Card,Returned,4,,Email,922.26,2023,9,6,1,3,0
Laptop,1,605.28,Gift Card,Shipped,3,FREESHIP,Referral,605.28,2024,11,0,0,1,0
Phone,3,204.27,Online,Returned,4,,Google,612.8100000000001,2024,4,1,0,3,0
Monitor,1,489.8,Gift Card,Shipped,4,FREESHIP,Facebook,489.8,2023,8,2,0,1,0
Phone,5,72.64,Credit Card,Cancelled,7,,Email,363.2,2024,2,2,0,3,0
Printer,2,385.16,Online,Pending,7,SAVE10,Email,770.32,2025,1,4,0,1,0
Desk,3,606.41,Debit Card,Returned,7,FREESHIP,Facebook,1819.23,2023,6,0,0,1,0
Desk,2,211.82,Gift Card,Cancelled,4,WINTER15,Email,423.64,2024,11,0,0,2,0
Desk,5,495.35,Credit Card,Pending,5,,Facebook,2476.75,2024,4,4,0,4,1
Chair,3,556.99,Online,Cancelled,4,FREESHIP,Facebook,1670.97,2023,6,4,0,2,0
Printer,1,72.31,Gift Card,Cancelled,1,FREESHIP,Facebook,72.31,2023,5,4,0,2,0
Monitor,5,24.82,Credit Card,Shipped,10,,Referral,124.1,2023,10,0,0,3,0
Tablet,4,26.04,Online,Pending,5,SAVE10,Instagram,104.16,2024,3,1,0,1,0
Tablet,1,657.07,Cash,Pending,4,SAVE10,Google,657.07,2024,10,4,0,0,0
Chair,3,32.62,Debit Card,Delivered,6,,Facebook,97.85999999999999,2025,6,6,1,1,0
Monitor,2,228.91,Debit Card,Shipped,4,SAVE10,Referral,457.82,2024,5,4,0,0,0
Laptop,3,274.75,Cash,Cancelled,3,SAVE10,Google,824.25,2024,11,2,0,1,0
Printer,4,634.05,Cash,Shipped,6,SAVE10,Google,2536.2,2025,5,5,1,2,0
Laptop,5,543.16,Online,Cancelled,6,SAVE10,Instagram,2715.8,2024,7,2,0,5,1
Chair,3,449.13,Cash,Returned,5,WINTER15,Referral,1347.39,2025,1,0,0,1,0
Desk,5,389.62,Cash,Returned,7,FREESHIP,Facebook,1948.1,2024,6,6,1,2,0
Desk,1,305.17,Gift Card,Returned,3,WINTER15,Referral,305.17,2023,4,4,0,2,0
Chair,3,445.12,Gift Card,Cancelled,8,,Google,1335.36,2023,6,4,0,3,0
Laptop,2,230.36,Online,Returned,4,WINTER15,Email,460.72,2024,12,3,0,2,0
Phone,1,96.81,Gift Card,Cancelled,3,,Referral,96.81,2024,3,4,0,3,0
Monitor,5,460.14,Credit Card,Returned,10,WINTER15,Facebook,2300.7,2025,3,4,0,3,0
Tablet,3,601.6,Credit Card,Cancelled,7,SAVE10,Facebook,1804.8,2024,10,3,0,1,0
Tablet,3,184.47,Online,Cancelled,4,,Referral,553.41,2024,2,3,0,3,0
Tablet,1,411.34,Debit Card,Returned,5,,Instagram,411.34,2024,9,1,0,2,0
Laptop,1,532.89,Gift Card,Pending,2,,Referral,532.89,2024,7,1,0,2,0
Tablet,3,136.34,Debit Card,Returned,8,SAVE10,Referral,409.02,2024,3,2,0,1,0
Phone,5,476.01,Credit Card,Delivered,7,WINTER15,Google,2380.05,2023,10,6,1,3,0
Desk,5,236.38,Credit Card,Returned,7,,Facebook,1181.9,2024,11,5,1,3,0
Printer,3,396.0,Gift Card,Cancelled,4,FREESHIP,Instagram,1188.0,2023,6,4,0,2,0
Tablet,5,341.96,Debit Card,Delivered,6,,Email,1709.8,2024,1,1,0,2,0
Tablet,1,672.89,Credit Card,Pending,1,WINTER15,Email,672.89,2023,9,6,1,0,0
Tablet,2,657.48,Online,Shipped,5,SAVE10,Referral,1314.96,2024,3,4,0,1,0
Chair,3,498.68,Online,Returned,4,FREESHIP,Email,1496.04,2023,8,6,1,2,0
Printer,5,558.63,Cash,Pending,8,FREESHIP,Referral,2793.15,2023,3,6,1,3,0
Phone,3,19.73,Online,Pending,3,,Referral,59.19,2023,7,4,0,2,0
Monitor,5,248.84,Debit Card,Cancelled,10,,Instagram,1244.2,2023,6,4,0,4,1
Chair,3,46.11,Gift Card,Returned,5,WINTER15,Referral,138.33,2024,8,5,1,2,0
Laptop,5,678.16,Gift Card,Delivered,7,WINTER15,Facebook,3390.8,2023,5,1,0,4,1
Laptop,5,601.72,Gift Card,Cancelled,5,WINTER15,Instagram,3008.6,2024,4,2,0,5,1
Printer,2,259.32,Gift Card,Delivered,2,WINTER15,Referral,518.64,2024,4,3,0,1,0
Chair,3,63.68,Cash,Returned,6,,Facebook,191.04,2023,12,2,0,2,0
Laptop,4,371.07,Cash,Cancelled,7,WINTER15,Facebook,1484.28,2023,10,3,0,1,0
Chair,4,306.35,Gift Card,Shipped,7,WINTER15,Referral,1225.4,2024,9,6,1,1,0
Tablet,4,578.27,Online,Delivered,9,WINTER15,Email,2313.08,2023,10,6,1,2,0
Chair,1,529.19,Cash,Cancelled,5,,Referral,529.19,2023,1,4,0,2,0
Chair,2,587.49,Gift Card,Returned,6,SAVE10,Referral,1174.98,2024,2,1,0,2,0
Printer,4,567.57,Debit Card,Pending,9,WINTER15,Google,2270.28,2024,6,6,1,1,0
Chair,5,85.22,Credit Card,Cancelled,7,FREESHIP,Email,426.1,2024,4,0,0,2,0
Laptop,1,438.37,Cash,Cancelled,4,SAVE10,Referral,438.37,2024,8,0,0,1,0
Chair,2,366.23,Cash,Shipped,2,WINTER15,Email,732.46,2023,11,2,0,0,0
Laptop,2,150.05,Credit Card,Cancelled,4,SAVE10,Facebook,300.1,2023,1,0,0,1,0
Chair,4,498.51,Debit Card,Shipped,4,SAVE10,Google,1994.04,2023,10,4,0,0,0
Desk,3,339.39,Cash,Returned,7,FREESHIP,Google,1018.17,2025,4,3,0,1,0
Monitor,2,575.83,Online,Delivered,3,WINTER15,Referral,1151.66,2025,1,5,1,1,0
Monitor,2,642.98,Debit Card,Returned,7,FREESHIP,Email,1285.96,2023,12,5,1,1,0
Desk,2,372.23,Gift Card,Delivered,7,SAVE10,Email,744.46,2023,5,3,0,1,0
Chair,3,646.34,Debit Card,Pending,5,,Google,1939.02,2024,11,1,0,1,0
Chair,5,341.84,Online,Shipped,8,FREESHIP,Instagram,1709.2,2024,6,2,0,2,0
Printer,3,690.3,Credit Card,Shipped,6,WINTER15,Google,2070.9,2024,2,6,1,0,0
Tablet,3,382.37,Debit Card,Returned,8,,Instagram,1147.11,2023,6,0,0,2,0
Chair,2,132.6,Debit Card,Cancelled,4,WINTER15,Email,265.2,2023,3,1,0,1,0
Monitor,2,189.06,Gift Card,Shipped,7,SAVE10,Facebook,378.12,2024,1,3,0,1,0
Tablet,4,87.79,Cash,Cancelled,6,FREESHIP,Instagram,351.16,2023,12,6,1,1,0
Printer,2,46.36,Gift Card,Returned,4,SAVE10,Google,92.72,2025,4,4,0,2,0
Phone,2,642.04,Gift Card,Delivered,4,WINTER15,Email,1284.08,2024,10,5,1,1,0
Chair,2,651.57,Debit Card,Shipped,7,WINTER15,Facebook,1303.14,2024,10,5,1,0,0
Tablet,3,424.89,Debit Card,Cancelled,6,FREESHIP,Google,1274.67,2025,2,4,0,1,0
Laptop,3,438.89,Cash,Returned,3,,Facebook,1316.67,2023,1,5,1,2,0
Monitor,1,72.6,Debit Card,Cancelled,6,FREESHIP,Instagram,72.6,2024,4,0,0,1,0
Laptop,4,194.75,Cash,Shipped,5,,Facebook,779.0,2024,12,3,0,1,0
Tablet,4,231.26,Online,Shipped,6,WINTER15,Google,925.04,2023,5,1,0,1,0
Monitor,4,327.12,Credit Card,Cancelled,4,,Email,1308.48,2024,8,5,1,2,0
Laptop,1,466.42,Gift Card,Pending,5,SAVE10,Email,466.42,2023,5,2,0,1,0
Monitor,2,253.67,Cash,Returned,3,WINTER15,Facebook,507.34,2024,7,4,0,1,0
Desk,1,257.0,Debit Card,Cancelled,5,,Referral,257.0,2023,2,6,1,2,0
Desk,4,539.2,Credit Card,Pending,8,FREESHIP,Google,2156.8,2024,4,3,0,0,0
Chair,5,50.74,Gift Card,Cancelled,7,WINTER15,Google,253.7,2023,6,3,0,3,0
Phone,2,624.16,Debit Card,Shipped,2,SAVE10,Instagram,1248.32,2023,5,1,0,0,0
Tablet,2,372.92,Credit Card,Delivered,7,SAVE10,Email,745.84,2023,2,1,0,0,0
Laptop,4,358.75,Gift Card,Delivered,9,SAVE10,Facebook,1435.0,2024,1,1,0,2,0
Desk,3,342.02,Debit Card,Pending,5,,Email,1026.06,2024,8,1,0,1,0
Laptop,2,422.34,Credit Card,Cancelled,4,FREESHIP,Instagram,844.68,2025,6,0,0,1,0
Tablet,5,22.07,Online,Cancelled,7,FREESHIP,Instagram,110.35,2025,4,3,0,3,0
Chair,3,163.13,Gift Card,Shipped,5,WINTER15,Facebook,489.39,2024,11,6,1,1,0
Tablet,3,360.66,Online,Returned,5,FREESHIP,Instagram,1081.98,2023,2,3,0,2,0
Monitor,3,463.39,Credit Card,Returned,3,,Facebook,1390.17,2023,8,6,1,2,0
Tablet,1,155.27,Debit Card,Shipped,6,,Email,155.27,2024,1,1,0,1,0
Monitor,3,509.42,Credit Card,Cancelled,5,FREESHIP,Google,1528.26,2023,7,6,1,1,0
Desk,4,652.48,Cash,Pending,5,FREESHIP,Instagram,2609.92,2025,5,6,1,2,0
Printer,4,34.84,Credit Card,Shipped,8,,Email,139.36,2024,9,6,1,1,0
Desk,1,234.37,Debit Card,Shipped,5,FREESHIP,Email,234.37,2025,2,4,0,0,0
Desk,3,53.6,Cash,Pending,4,WINTER15,Facebook,160.8,2023,10,0,0,0,0
Tablet,1,332.09,Gift Card,Returned,5,FREESHIP,Instagram,332.09,2023,9,2,0,2,0
Monitor,4,593.22,Credit Card,Cancelled,8,WINTER15,Facebook,2372.88,2024,3,2,0,3,0
Tablet,2,444.84,Online,Shipped,7,,Facebook,889.68,2023,8,1,0,2,0
Monitor,1,24.48,Gift Card,Returned,1,,Instagram,24.48,2024,7,4,0,3,0
Laptop,3,239.08,Cash,Shipped,8,,Google,717.24,2024,11,6,1,1,0
Desk,5,196.84,Credit Card,Delivered,5,WINTER15,Instagram,984.2,2023,1,0,0,1,0
Monitor,1,176.58,Debit Card,Returned,4,,Referral,176.58,2025,3,2,0,2,0
Printer,4,666.52,Cash,Shipped,8,FREESHIP,Email,2666.08,2023,10,0,0,2,0
Printer,5,101.3,Online,Shipped,7,FREESHIP,Email,506.5,2024,11,5,1,2,0
Chair,4,151.2,Gift Card,Pending,9,WINTER15,Facebook,604.8,2023,7,6,1,2,0
Printer,5,94.85,Cash,Shipped,6,WINTER15,Email,474.25,2025,2,1,0,1,0
Laptop,2,388.22,Cash,Delivered,2,WINTER15,Instagram,776.44,2023,1,2,0,0,0
Laptop,3,614.15,Gift Card,Cancelled,3,,Facebook,1842.45,2023,11,0,0,3,0
Laptop,2,92.91,Cash,Returned,3,WINTER15,Instagram,185.82,2024,9,2,0,1,0
Monitor,3,92.22,Credit Card,Delivered,5,FREESHIP,Email,276.66,2024,6,6,1,0,0
Printer,3,562.55,Debit Card,Returned,6,,Email,1687.65,2024,6,6,1,2,0
Desk,1,92.79,Cash,Pending,3,WINTER15,Email,92.79,2023,3,2,0,0,0
Desk,4,30.27,Online,Delivered,9,FREESHIP,Google,121.08,2023,6,5,1,2,0
Monitor,2,49.08,Debit Card,Returned,7,FREESHIP,Instagram,98.16,2025,3,6,1,1,0
Desk,5,228.09,Gift Card,Returned,9,FREESHIP,Facebook,1140.45,2025,3,6,1,4,1
Chair,4,650.04,Gift Card,Cancelled,6,SAVE10,Facebook,2600.16,2024,11,4,0,4,1
Printer,1,665.11,Cash,Pending,3,FREESHIP,Instagram,665.11,2025,3,1,0,0,0
Desk,1,386.03,Online,Pending,4,FREESHIP,Google,386.03,2024,12,5,1,1,0
Laptop,5,21.54,Gift Card,Returned,10,,Google,107.7,2024,7,0,0,5,1
Tablet,2,475.78,Online,Shipped,2,WINTER15,Google,951.56,2024,7,3,0,1,0
Tablet,2,68.4,Gift Card,Pending,7,FREESHIP,Email,136.8,2024,1,1,0,1,0
Tablet,4,532.49,Online,Cancelled,6,SAVE10,Facebook,2129.96,2025,6,5,1,2,0
Laptop,1,51.73,Debit Card,Pending,1,FREESHIP,Facebook,51.73,2023,4,4,0,0,0
Printer,3,653.63,Online,Delivered,7,FREESHIP,Email,1960.89,2024,7,4,0,1,0
Chair,3,454.29,Credit Card,Pending,4,WINTER15,Google,1362.87,2024,6,3,0,0,0
Chair,3,122.11,Online,Delivered,4,WINTER15,Email,366.33,2023,10,0,0,1,0
Laptop,4,64.74,Gift Card,Cancelled,8,SAVE10,Google,258.96,2023,4,5,1,2,0
Laptop,2,681.06,Debit Card,Shipped,3,FREESHIP,Facebook,1362.12,2024,1,6,1,0,0
Desk,5,128.95,Cash,Pending,10,FREESHIP,Instagram,644.75,2023,9,3,0,2,0
Desk,2,118.59,Credit Card,Delivered,2,,Email,237.18,2024,3,0,0,1,0
Printer,1,95.1,Gift Card,Pending,1,WINTER15,Instagram,95.1,2024,11,4,0,1,0
Desk,3,54.95,Cash,Returned,8,SAVE10,Referral,164.85,2023,12,5,1,1,0
Printer,3,136.97,Credit Card,Returned,4,FREESHIP,Referral,410.91,2024,10,4,0,1,0
Chair,2,194.85,Gift Card,Returned,5,,Referral,389.7,2023,3,6,1,3,0
Laptop,4,583.02,Online,Delivered,4,FREESHIP,Facebook,2332.08,2024,10,4,0,1,0
Chair,5,95.75,Online,Shipped,8,SAVE10,Instagram,478.75,2024,9,6,1,2,0
Desk,4,325.76,Gift Card,Shipped,8,WINTER15,Email,1303.04,2024,7,0,0,1,0
Phone,4,186.41,Gift Card,Pending,6,SAVE10,Google,745.64,2023,9,4,0,1,0
Phone,1,474.6,Debit Card,Delivered,4,SAVE10,Email,474.6,2025,2,5,1,0,0
Printer,5,584.46,Credit Card,Returned,8,,Email,2922.3,2024,6,4,0,5,1
Laptop,1,132.05,Online,Delivered,2,,Google,132.05,2025,3,4,0,2,0
Tablet,4,494.84,Cash,Returned,8,SAVE10,Email,1979.36,2023,12,0,0,1,0
Printer,4,224.61,Credit Card,Returned,6,WINTER15,Facebook,898.44,2024,1,1,0,1,0
Monitor,4,44.07,Debit Card,Pending,6,,Email,176.28,2024,6,4,0,1,0
Monitor,5,418.53,Credit Card,Pending,6,FREESHIP,Google,2092.65,2024,2,4,0,1,0
Phone,4,532.87,Cash,Pending,9,FREESHIP,Instagram,2131.48,2024,1,2,0,1,0
Phone,2,485.37,Credit Card,Shipped,5,SAVE10,Email,970.74,2025,6,2,0,0,0
Phone,4,386.73,Cash,Delivered,4,SAVE10,Facebook,1546.92,2024,6,3,0,0,0
Desk,2,377.47,Cash,Pending,7,,Google,754.94,2024,7,5,1,1,0
Monitor,5,332.64,Gift Card,Delivered,10,,Referral,1663.2,2025,1,3,0,4,1
Laptop,3,699.93,Cash,Returned,7,SAVE10,Google,2099.79,2024,11,5,1,1,0
Monitor,1,576.35,Gift Card,Returned,1,WINTER15,Instagram,576.35,2024,9,0,0,2,0
Tablet,2,461.37,Cash,Delivered,5,SAVE10,Google,922.74,2024,6,2,0,0,0
Printer,4,111.3,Debit Card,Pending,7,FREESHIP,Email,445.2,2023,3,3,0,0,0
Desk,3,661.89,Online,Cancelled,6,WINTER15,Referral,1985.67,2025,2,0,0,2,0
Tablet,2,259.58,Debit Card,Delivered,7,FREESHIP,Instagram,519.16,2025,3,2,0,0,0
Tablet,3,70.81,Credit Card,Shipped,8,FREESHIP,Referral,212.43,2024,7,0,0,0,0
Laptop,1,518.39,Debit Card,Pending,4,FREESHIP,Instagram,518.39,2025,4,6,1,0,0
Tablet,4,145.41,Credit Card,Returned,7,FREESHIP,Email,581.64,2023,1,5,1,1,0
Tablet,2,599.86,Gift Card,Pending,7,FREESHIP,Facebook,1199.72,2023,1,1,0,1,0
Phone,4,429.37,Credit Card,Delivered,8,FREESHIP,Google,1717.48,2024,10,3,0,0,0
Phone,2,241.49,Debit Card,Returned,7,FREESHIP,Instagram,482.98,2024,4,2,0,1,0
Printer,2,452.05,Credit Card,Returned,3,WINTER15,Email,904.1,2025,5,5,1,1,0
Desk,3,336.71,Credit Card,Pending,4,,Email,1010.13,2023,6,1,0,1,0
Phone,1,283.69,Gift Card,Shipped,6,,Google,283.69,2024,6,3,0,2,0
Desk,1,157.72,Debit Card,Delivered,2,FREESHIP,Google,157.72,2024,2,3,0,0,0
Tablet,3,624.84,Credit Card,Cancelled,8,WINTER15,Facebook,1874.52,2023,3,6,1,1,0
Desk,3,308.01,Cash,Pending,3,FREESHIP,Facebook,924.03,2023,7,0,0,0,0
Desk,1,39.56,Debit Card,Cancelled,5,,Google,39.56,2025,2,1,0,2,0
Desk,4,37.76,Debit Card,Delivered,7,,Google,151.04,2023,6,4,0,1,0
Phone,3,76.96,Cash,Returned,8,FREESHIP,Email,230.88,2024,9,1,0,1,0
Laptop,1,569.96,Online,Delivered,4,FREESHIP,Email,569.96,2023,4,3,0,1,0
Laptop,5,627.43,Credit Card,Cancelled,10,FREESHIP,Email,3137.15,2024,3,6,1,5,1
Laptop,2,534.91,Debit Card,Returned,5,SAVE10,Google,1069.82,2023,10,4,0,1,0
Printer,2,278.88,Debit Card,Pending,3,FREESHIP,Referral,557.76,2023,1,6,1,0,0
Tablet,2,323.22,Credit Card,Delivered,7,,Instagram,646.44,2025,4,4,0,1,0
Tablet,5,653.46,Cash,Cancelled,9,WINTER15,Email,3267.3,2023,9,0,0,5,1
Printer,4,678.55,Cash,Delivered,5,,Email,2714.2,2023,7,3,0,3,0
Desk,1,314.38,Online,Returned,6,,Google,314.38,2024,2,6,1,3,0
Phone,3,692.44,Debit Card,Cancelled,8,FREESHIP,Google,2077.32,2024,6,2,0,1,0
Monitor,1,604.87,Online,Delivered,4,,Instagram,604.87,2024,7,6,1,2,0
Phone,2,512.33,Cash,Cancelled,7,,Facebook,1024.66,2025,6,5,1,2,0
Chair,3,20.54,Credit Card,Cancelled,3,FREESHIP,Instagram,61.62,2025,4,1,0,1,0
Phone,2,625.22,Online,Cancelled,5,,Google,1250.44,2023,3,5,1,3,0
Tablet,1,21.19,Cash,Returned,5,WINTER15,Google,21.19,2023,8,0,0,1,0
Chair,5,64.49,Online,Cancelled,7,,Facebook,322.45,2025,3,4,0,4,1
Laptop,4,246.85,Credit Card,Shipped,8,WINTER15,Google,987.4,2023,4,4,0,0,0
Phone,3,588.74,Debit Card,Pending,8,FREESHIP,Email,1766.22,2023,12,4,0,0,0
Laptop,4,184.48,Online,Cancelled,4,WINTER15,Google,737.92,2024,3,6,1,2,0
Phone,5,524.26,Gift Card,Delivered,5,FREESHIP,Referral,2621.3,2024,1,2,0,4,1
Monitor,2,493.63,Online,Returned,6,SAVE10,Referral,987.26,2024,8,6,1,2,0
Printer,1,438.34,Gift Card,Returned,5,FREESHIP,Facebook,438.34,2025,5,0,0,2,0
Laptop,1,325.81,Credit Card,Pending,1,WINTER15,Referral,325.81,2025,5,4,0,0,0
Chair,1,176.1,Credit Card,Pending,1,SAVE10,Instagram,176.1,2023,7,5,1,0,0
Chair,5,45.31,Online,Cancelled,8,,Referral,226.55,2023,8,2,0,4,1
Desk,4,221.96,Cash,Delivered,7,,Google,887.84,2024,3,6,1,1,0
Chair,2,601.43,Online,Pending,5,FREESHIP,Instagram,1202.86,2023,11,3,0,1,0
Tablet,5,691.28,Online,Delivered,10,SAVE10,Email,3456.4,2023,8,3,0,5,1
Laptop,4,417.89,Gift Card,Pending,4,,Google,1671.56,2024,9,5,1,2,0
Chair,4,409.28,Cash,Pending,8,,Email,1637.12,2024,1,5,1,1,0
Desk,2,356.35,Debit Card,Returned,6,WINTER15,Facebook,712.7,2023,6,4,0,1,0
Chair,5,170.22,Debit Card,Delivered,8,,Referral,851.1,2024,4,0,0,2,0
Printer,4,384.85,Online,Delivered,9,FREESHIP,Instagram,1539.4,2023,3,3,0,2,0
Laptop,4,115.77,Online,Pending,7,SAVE10,Instagram,463.08,2024,11,2,0,1,0
Phone,3,579.55,Gift Card,Returned,8,WINTER15,Facebook,1738.65,2025,4,1,0,2,0
Laptop,2,438.76,Debit Card,Returned,2,,Facebook,877.52,2023,2,0,0,2,0
Phone,5,488.35,Debit Card,Returned,9,FREESHIP,Email,2441.75,2025,5,0,0,5,1
Laptop,4,328.56,Debit Card,Returned,4,FREESHIP,Email,1314.24,2023,4,6,1,1,0
Tablet,1,68.39,Online,Returned,3,WINTER15,Facebook,68.39,2025,3,4,0,2,0
Printer,4,595.62,Debit Card,Pending,8,FREESHIP,Facebook,2382.48,2023,5,2,0,2,0
Chair,5,644.64,Gift Card,Cancelled,6,FREESHIP,Email,3223.2,2024,2,5,1,5,1
Monitor,5,397.81,Debit Card,Returned,5,SAVE10,Referral,1989.05,2023,8,6,1,2,0
Chair,3,236.5,Online,Delivered,8,FREESHIP,Email,709.5,2024,1,0,0,1,0
Laptop,5,472.01,Gift Card,Cancelled,10,SAVE10,Email,2360.05,2024,10,1,0,6,1
Chair,5,253.75,Online,Pending,9,WINTER15,Instagram,1268.75,2023,9,4,0,3,0
Monitor,3,676.21,Online,Delivered,5,SAVE10,Google,2028.63,2024,11,6,1,1,0
Desk,3,134.05,Credit Card,Shipped,3,,Google,402.15,2024,2,1,0,1,0
Desk,5,217.43,Debit Card,Shipped,10,SAVE10,Instagram,1087.15,2024,4,1,0,2,0
Tablet,1,553.56,Credit Card,Cancelled,5,,Referral,553.56,2023,5,2,0,2,0
Laptop,2,28.55,Gift Card,Shipped,7,SAVE10,Email,57.1,2023,11,6,1,1,0
Phone,2,255.26,Credit Card,Cancelled,6,FREESHIP,Google,510.52,2024,1,4,0,1,0
Laptop,5,292.54,Debit Card,Cancelled,8,FREESHIP,Email,1462.7,2025,3,5,1,2,0
Chair,4,147.51,Debit Card,Pending,4,WINTER15,Instagram,590.04,2024,12,2,0,0,0
Printer,3,569.84,Gift Card,Cancelled,8,WINTER15,Instagram,1709.52,2024,8,6,1,2,0
Tablet,5,574.79,Credit Card,Pending,8,WINTER15,Referral,2873.95,2024,2,2,0,3,0
Chair,4,598.19,Credit Card,Delivered,7,WINTER15,Email,2392.76,2023,10,3,0,2,0
Phone,4,390.84,Credit Card,Cancelled,9,WINTER15,Referral,1563.36,2023,3,3,0,2,0
Phone,2,398.45,Debit Card,Cancelled,7,SAVE10,Google,796.9,2024,9,5,1,1,0
Phone,5,623.81,Cash,Returned,6,FREESHIP,Email,3119.05,2023,5,5,1,4,1
Laptop,4,174.49,Credit Card,Delivered,5,SAVE10,Facebook,697.96,2024,12,5,1,0,0
Phone,1,479.56,Gift Card,Returned,1,SAVE10,Google,479.56,2025,3,5,1,2,0
Laptop,4,653.13,Credit Card,Shipped,8,WINTER15,Instagram,2612.52,2024,10,0,0,2,0
Monitor,3,481.1,Credit Card,Returned,3,FREESHIP,Facebook,1443.3,2023,8,1,0,1,0
Desk,5,271.69,Online,Returned,7,FREESHIP,Instagram,1358.45,2025,3,2,0,3,0
Printer,3,463.81,Online,Returned,8,WINTER15,Email,1391.43,2025,3,5,1,2,0
Tablet,2,639.88,Cash,Delivered,5,WINTER15,Instagram,1279.76,2023,5,3,0,0,0
Chair,4,404.58,Cash,Shipped,5,FREESHIP,Instagram,1618.32,2024,7,2,0,0,0
Monitor,1,76.93,Debit Card,Delivered,6,WINTER15,Instagram,76.93,2023,2,6,1,0,0
Tablet,4,190.64,Cash,Delivered,5,SAVE10,Email,762.56,2024,12,2,0,0,0
Printer,2,88.73,Online,Pending,5,,Google,177.46,2023,12,0,0,2,0
Chair,5,485.71,Online,Pending,10,SAVE10,Referral,2428.55,2024,3,1,0,5,1
Phone,5,78.29,Credit Card,Shipped,5,WINTER15,Referral,391.45,2025,3,4,0,1,0
Printer,5,22.14,Cash,Returned,10,,Instagram,110.7,2024,4,3,0,4,1
Desk,1,679.65,Debit Card,Shipped,6,FREESHIP,Google,679.65,2024,3,1,0,0,0
Phone,1,178.44,Credit Card,Cancelled,2,FREESHIP,Google,178.44,2023,2,3,0,1,0
Chair,5,655.55,Online,Delivered,5,,Email,3277.75,2025,6,5,1,5,1
Desk,4,577.08,Online,Pending,8,,Facebook,2308.32,2024,4,3,0,2,0
Chair,3,197.97,Online,Cancelled,5,,Google,593.91,2023,8,3,0,3,0
Chair,3,411.95,Credit Card,Delivered,7,FREESHIP,Referral,1235.85,2024,1,6,1,0,0
Printer,2,443.22,Credit Card,Delivered,5,,Facebook,886.44,2024,9,3,0,1,0
Laptop,3,364.14,Online,Pending,7,WINTER15,Referral,1092.42,2025,5,2,0,1,0
Desk,3,430.06,Gift Card,Cancelled,8,FREESHIP,Instagram,1290.18,2025,5,1,0,2,0
Chair,1,320.92,Online,Returned,5,FREESHIP,Facebook,320.92,2024,12,2,0,2,0
Phone,3,107.36,Gift Card,Delivered,5,FREESHIP,Google,322.08,2023,10,6,1,1,0
Desk,2,359.86,Debit Card,Cancelled,4,,Referral,719.72,2024,7,3,0,2,0
Printer,4,434.23,Online,Shipped,8,FREESHIP,Email,1736.92,2024,11,0,0,1,0
Chair,2,645.85,Online,Shipped,5,,Referral,1291.7,2023,1,6,1,2,0
Printer,4,214.35,Debit Card,Cancelled,7,WINTER15,Referral,857.4,2025,6,0,0,1,0
Monitor,3,638.5,Debit Card,Cancelled,4,FREESHIP,Instagram,1915.5,2025,4,6,1,1,0
Laptop,1,365.57,Online,Cancelled,5,SAVE10,Email,365.57,2023,12,1,0,2,0
Desk,3,568.05,Gift Card,Pending,6,SAVE10,Google,1704.15,2024,10,3,0,1,0
Printer,3,490.01,Cash,Returned,4,SAVE10,Facebook,1470.03,2023,10,0,0,1,0
Laptop,3,372.6,Credit Card,Delivered,7,WINTER15,Referral,1117.8,2025,6,4,0,0,0
